year,taxon,genus,supercategory,importer,exporter
2012,Leopardus geoffroyi,Leopardus,Unknown,USA,ARE
2012,Leopardus pardalis,Leopardus,Unknown,USA,ARE
2012,Panthera tigris,Panthera,Unknown,USA,ARE
2013,Lynx spp.,Lynx,Unknown,USA,ARE
1989,Felis silvestris,Felis,Live,USA,ARE
2003,Felis margarita,Felis,Live,USA,ARE
2010,Felis margarita,Felis,Live,USA,ARE
1984,Panthera pardus,Panthera,Product,USA,ARE
1990,Acinonyx jubatus,Acinonyx,Unknown,USA,ARE
1998,Panthera pardus,Panthera,Unknown,USA,ARE
2003,Acinonyx jubatus,Acinonyx,Animal part,USA,ARE
1993,Panthera pardus,Panthera,Animal part,USA,ARE
1999,Acinonyx jubatus,Acinonyx,Unknown,USA,ARE
1999,Acinonyx jubatus,Acinonyx,Unknown,USA,ARE
1999,Panthera pardus,Panthera,Unknown,USA,ARE
2003,Acinonyx jubatus,Acinonyx,Unknown,USA,ARE
2004,Panthera pardus,Panthera,Unknown,USA,ARE
2008,Felis margarita,Felis,Unknown,USA,ARE
2009,Felis margarita,Felis,Unknown,USA,ARE
2009,Felis margarita,Felis,Unknown,USA,ARE
2009,Felis margarita,Felis,Unknown,USA,ARE
2010,Acinonyx jubatus,Acinonyx,Unknown,USA,ARE
2010,Acinonyx jubatus,Acinonyx,Unknown,USA,ARE
2001,Panthera leo,Panthera,Animal part,USA,ARE
2008,Panthera tigris,Panthera,Animal part,USA,ARE
2012,Panthera tigris altaica,Panthera,Animal part,USA,ARE
2008,Panthera leo,Panthera,Trophy,USA,ARE
2009,Panthera leo,Panthera,Trophy,USA,ARE
2012,Caracal caracal,Caracal,Animal part,YEM,ARE
2007,Acinonyx jubatus,Acinonyx,Live,YEM,ARE
2006,Caracal caracal,Caracal,Animal part,YEM,ARE
2006,Catopuma temminckii,Catopuma,Animal part,YEM,ARE
2006,Panthera pardus,Panthera,Animal part,YEM,ARE
2012,Leptailurus serval,Leptailurus,Animal part,YEM,ARE
1999,Acinonyx jubatus,Acinonyx,Live,ZAF,ARE
1999,Acinonyx jubatus,Acinonyx,Live,ZAF,ARE
1999,Felis margarita,Felis,Live,ZAF,ARE
2002,Panthera leo,Panthera,Live,ZAF,ARE
2003,Felis margarita,Felis,Live,ZAF,ARE
2004,Felis margarita,Felis,Live,ZAF,ARE
2005,Caracal caracal,Caracal,Live,ZAF,ARE
2005,Panthera leo,Panthera,Live,ZAF,ARE
2008,Panthera onca,Panthera,Live,ZAF,ARE
2008,Panthera pardus,Panthera,Live,ZAF,ARE
2009,Panthera onca,Panthera,Live,ZAF,ARE
2011,Acinonyx jubatus,Acinonyx,Live,ZAF,ARE
2011,Acinonyx jubatus,Acinonyx,Live,ZAF,ARE
2011,Neofelis nebulosa,Neofelis,Live,ZAF,ARE
2011,Panthera onca,Panthera,Live,ZAF,ARE
2011,Panthera pardus,Panthera,Live,ZAF,ARE
2012,Panthera pardus,Panthera,Live,ZAF,ARE
2012,Panthera tigris,Panthera,Live,ZAF,ARE
2012,Panthera leo,Panthera,Live,ZAF,ARE
2013,Neofelis nebulosa,Neofelis,Live,ZAF,ARE
2013,Panthera onca,Panthera,Live,ZAF,ARE
2013,Panthera pardus,Panthera,Live,ZAF,ARE
2013,Panthera leo,Panthera,Live,ZAF,ARE
2014,Acinonyx jubatus,Acinonyx,Live,ZAF,ARE
2017,Panthera tigris,Panthera,Live,ZAF,ARE
2017,Panthera tigris,Panthera,Live,ZAF,ARE
2017,Panthera leo,Panthera,Live,ZAF,ARE
2017,Panthera leo,Panthera,Live,ZAF,ARE
2005,Panthera pardus,Panthera,Animal part,ZAF,ARE
2005,Panthera leo,Panthera,Animal part,ZAF,ARE
2005,Panthera pardus,Panthera,Animal part,ZAF,ARE
2005,Panthera leo,Panthera,Animal part,ZAF,ARE
2006,Acinonyx jubatus,Acinonyx,Unknown,ZAF,ARE
2004,Panthera pardus,Panthera,Trophy,ZAF,ARE
2004,Panthera leo,Panthera,Trophy,ZAF,ARE
2005,Panthera pardus,Panthera,Trophy,ZAF,ARE
2005,Panthera leo,Panthera,Trophy,ZAF,ARE
2009,Panthera leo,Panthera,Trophy,ZAF,ARE
2009,Panthera leo,Panthera,Trophy,ZAF,ARE
2009,Panthera leo,Panthera,Trophy,ZAF,ARE
2013,Acinonyx jubatus,Acinonyx,Unknown,NAM,ARE
2013,Panthera pardus,Panthera,Unknown,NAM,ARE
2013,Panthera tigris,Panthera,Unknown,NAM,ARE
2013,Panthera leo,Panthera,Unknown,NAM,ARE
2014,Acinonyx jubatus,Acinonyx,Unknown,NAM,ARE
2014,Panthera pardus,Panthera,Unknown,NAM,ARE
2014,Leptailurus serval,Leptailurus,Unknown,NAM,ARE
2014,Panthera leo,Panthera,Unknown,NAM,ARE
2004,Catopuma temminckii,Catopuma,Animal part,ARE,AFG
2004,Lynx lynx,Lynx,Animal part,ARE,AFG
2004,Panthera pardus,Panthera,Animal part,ARE,AFG
2004,Prionailurus bengalensis,Prionailurus,Animal part,ARE,AFG
2004,Uncia uncia,Uncia,Animal part,ARE,AFG
2004,Felis chaus,Felis,Animal part,ARE,AFG
2004,Felis manul,Felis,Animal part,ARE,AFG
1985,Panthera pardus,Panthera,Animal part,CAN,AFG
1978,Felis chaus,Felis,Product,CHE,AFG
1977,Leopardus jacobitus,Leopardus,Trophy,DEU,AFG
1998,Panthera pardus,Panthera,Animal part,NZL,AFG
2014,Uncia uncia,Uncia,Product,USA,AFG
1989,Panthera pardus,Panthera,Animal part,USA,AFG
1986,Panthera onca,Panthera,Animal part,USA,ATG
1979,Felis silvestris,Felis,Animal part,,ALB
1983,Felis silvestris,Felis,Animal part,,ALB
1983,Lynx lynx,Lynx,Animal part,,ALB
1984,Felis silvestris,Felis,Animal part,,ALB
1984,Lynx lynx,Lynx,Animal part,,ALB
1981,Felis silvestris,Felis,Animal part,DEU,ALB
2010,Panthera tigris,Panthera,Live,ITA,ALB
2010,Panthera tigris,Panthera,Live,ITA,ALB
2016,Panthera tigris,Panthera,Live,ITA,ALB
2016,Panthera tigris,Panthera,Live,ITA,ALB
1998,Felidae spp.,,Animal part,NZL,ALB
1998,Lynx lynx,Lynx,Animal part,USA,ALB
2015,Caracal caracal,Caracal,Animal part,ARE,ARM
2015,Panthera tigris,Panthera,Trophy,ARE,ARM
2015,Panthera onca,Panthera,Live,BHR,ARM
2015,Panthera onca,Panthera,Live,BHR,ARM
2016,Panthera leo,Panthera,Live,BLR,ARM
2007,Panthera tigris,Panthera,Live,RUS,ARM
2010,Panthera leo,Panthera,Live,RUS,ARM
2013,Acinonyx jubatus,Acinonyx,Live,RUS,ARM
2015,Acinonyx jubatus,Acinonyx,Live,RUS,ARM
2015,Acinonyx jubatus,Acinonyx,Live,RUS,ARM
2010,Felis chaus,Felis,Live,UKR,ARM
2002,Lynx canadensis,Lynx,Product,USA,ARM
2002,Lynx canadensis,Lynx,Product,USA,ARM
2008,Felis silvestris,Felis,Animal part,USA,ARM
2007,Panthera onca,Panthera,Animal part,ABW,
2002,Panthera tigris,Panthera,Live,DOM,
2004,Panthera tigris,Panthera,Live,DOM,
2002,Panthera pardus,Panthera,Live,FRA,
2002,Panthera tigris,Panthera,Live,FRA,
2006,Panthera tigris,Panthera,Live,GLP,
1997,Panthera pardus,Panthera,Live,PAK,
1993,Panthera tigris,Panthera,Live,PRI,
1990,Lynx canadensis,Lynx,Product,USA,
1998,Puma concolor,Puma,Trophy,USA,
1994,Panthera hybrid,Panthera,Live,VEN,
1994,Panthera tigris,Panthera,Live,VEN,
1994,Panthera leo,Panthera,Live,VEN,
1999,Panthera tigris,Panthera,Live,VEN,
2000,Panthera tigris,Panthera,Live,VEN,
1993,Panthera onca,Panthera,Animal part,PRT,AGO
1993,Panthera pardus,Panthera,Animal part,PRT,AGO
1993,Felidae spp.,,Animal part,PRT,AGO
1996,Felidae spp.,,Animal part,PRT,AGO
1997,Felidae spp.,,Animal part,PRT,AGO
2005,Acinonyx jubatus,Acinonyx,Animal part,PRT,AGO
1994,Panthera tigris,Panthera,Live,ZAF,AGO
1994,Caracal caracal,Caracal,Live,ZAF,AGO
1994,Leptailurus serval,Leptailurus,Live,ZAF,AGO
1994,Panthera leo,Panthera,Live,ZAF,AGO
2017,Caracal caracal,Caracal,Unknown,AUT,ARG
2016,Caracal caracal,Caracal,Product,AUT,ARG
1995,Puma concolor,Puma,Animal part,AUT,ARG
1995,Puma concolor,Puma,Animal part,AUT,ARG
1993,Caracal caracal,Caracal,Trophy,AUT,ARG
1993,Puma concolor,Puma,Trophy,AUT,ARG
1994,Puma concolor,Puma,Trophy,AUT,ARG
1994,Puma concolor,Puma,Trophy,AUT,ARG
1995,Puma concolor,Puma,Trophy,AUT,ARG
1996,Puma concolor,Puma,Trophy,AUT,ARG
1996,Puma concolor,Puma,Trophy,AUT,ARG
1997,Puma concolor,Puma,Trophy,AUT,ARG
1997,Puma concolor,Puma,Trophy,AUT,ARG
1998,Puma concolor,Puma,Trophy,AUT,ARG
1999,Puma concolor,Puma,Trophy,AUT,ARG
1999,Puma concolor,Puma,Trophy,AUT,ARG
2000,Puma concolor,Puma,Trophy,AUT,ARG
2000,Puma concolor,Puma,Trophy,AUT,ARG
2001,Puma concolor,Puma,Trophy,AUT,ARG
2001,Puma concolor,Puma,Trophy,AUT,ARG
2002,Puma concolor,Puma,Trophy,AUT,ARG
2004,Puma concolor,Puma,Trophy,AUT,ARG
2004,Puma concolor,Puma,Trophy,AUT,ARG
2005,Puma concolor,Puma,Trophy,AUT,ARG
2005,Puma concolor,Puma,Trophy,AUT,ARG
2006,Puma concolor,Puma,Trophy,AUT,ARG
2006,Puma concolor,Puma,Trophy,AUT,ARG
2007,Puma concolor,Puma,Trophy,AUT,ARG
2007,Puma concolor,Puma,Trophy,AUT,ARG
2011,Puma concolor,Puma,Trophy,AUT,ARG
2012,Puma concolor,Puma,Trophy,AUT,ARG
2012,Puma concolor,Puma,Trophy,AUT,ARG
2012,Puma concolor,Puma,Trophy,AUT,ARG
2013,Puma concolor,Puma,Trophy,AUT,ARG
2013,Puma concolor,Puma,Trophy,AUT,ARG
2015,Puma concolor,Puma,Trophy,AUT,ARG
2016,Puma concolor,Puma,Trophy,AUT,ARG
2016,Puma concolor,Puma,Trophy,AUT,ARG
2017,Puma concolor,Puma,Trophy,AUT,ARG
2017,Puma concolor,Puma,Trophy,AUT,ARG
2018,Puma concolor,Puma,Trophy,AUT,ARG
1998,Puma concolor,Puma,Animal part,AUS,ARG
2010,Puma concolor,Puma,Animal part,AUS,ARG
1998,Puma concolor,Puma,Trophy,AUS,ARG
2015,Puma concolor,Puma,Trophy,AUS,ARG
1984,Leopardus geoffroyi,Leopardus,Animal part,BEL,ARG
2000,Puma concolor,Puma,Trophy,BEL,ARG
2001,Puma concolor,Puma,Trophy,BEL,ARG
2003,Puma concolor,Puma,Trophy,BEL,ARG
2004,Puma concolor,Puma,Trophy,BEL,ARG
2005,Puma concolor,Puma,Trophy,BEL,ARG
2006,Puma concolor,Puma,Trophy,BEL,ARG
2008,Puma concolor,Puma,Trophy,BEL,ARG
2010,Puma concolor,Puma,Trophy,BEL,ARG
2017,Puma concolor,Puma,Trophy,BEL,ARG
2004,Puma concolor,Puma,Trophy,BGR,ARG
2003,Panthera tigris,Panthera,Live,BOL,ARG
2003,Panthera leo,Panthera,Live,BOL,ARG
2008,Panthera onca,Panthera,Animal part,BRA,ARG
1984,Panthera leo,Panthera,Live,BRA,ARG
1994,Panthera leo,Panthera,Live,BRA,ARG
1997,Panthera tigris,Panthera,Live,BRA,ARG
2005,Panthera leo,Panthera,Live,BRA,ARG
2005,Panthera leo,Panthera,Live,BRA,ARG
2007,Panthera tigris,Panthera,Live,BRA,ARG
2007,Panthera tigris altaica,Panthera,Live,BRA,ARG
2015,Panthera leo,Panthera,Live,BRA,ARG
2015,Panthera leo,Panthera,Live,BRA,ARG
2016,Panthera leo,Panthera,Live,BRA,ARG
2016,Panthera tigris,Panthera,Live,BRA,ARG
2016,Panthera tigris,Panthera,Live,BRA,ARG
2016,Panthera leo,Panthera,Live,BRA,ARG
2008,Panthera onca,Panthera,Animal part,BRA,ARG
1995,Puma concolor,Puma,Unknown,BRA,ARG
2008,Panthera onca,Panthera,Unknown,BRA,ARG
2008,Puma concolor,Puma,Unknown,BRA,ARG
1996,Puma concolor,Puma,Trophy,BRA,ARG
1997,Puma concolor,Puma,Trophy,BRA,ARG
1998,Puma concolor,Puma,Trophy,BRA,ARG
1999,Puma concolor,Puma,Trophy,BRA,ARG
2000,Puma concolor,Puma,Trophy,BRA,ARG
2001,Puma concolor,Puma,Trophy,BRA,ARG
2002,Puma concolor,Puma,Trophy,BRA,ARG
2003,Puma concolor,Puma,Trophy,BRA,ARG
2004,Puma concolor,Puma,Trophy,BRA,ARG
2006,Puma concolor,Puma,Trophy,BRA,ARG
1981,Leopardus geoffroyi,Leopardus,Product,CAN,ARG
2006,Leopardus geoffroyi,Leopardus,Product,CAN,ARG
2001,Puma concolor,Puma,Live,CAN,ARG
2001,Puma concolor,Puma,Live,CAN,ARG
2001,Puma concolor,Puma,Live,CAN,ARG
2001,Puma concolor,Puma,Live,CAN,ARG
2003,Panthera tigris,Panthera,Live,CAN,ARG
2001,Puma concolor,Puma,Animal part,CAN,ARG
2008,Puma concolor,Puma,Animal part,CAN,ARG
2001,Puma concolor,Puma,Animal part,CAN,ARG
2005,Puma concolor,Puma,Animal part,CAN,ARG
2008,Puma concolor,Puma,Animal part,CAN,ARG
2002,Leopardus jacobitus,Leopardus,Unknown,CAN,ARG
2003,Leopardus spp.,Leopardus,Unknown,CAN,ARG
2003,Leopardus geoffroyi,Leopardus,Unknown,CAN,ARG
2003,Leopardus jacobitus,Leopardus,Unknown,CAN,ARG
2003,Leopardus colocolo,Leopardus,Unknown,CAN,ARG
2004,Puma concolor,Puma,Unknown,CAN,ARG
2005,Leopardus geoffroyi,Leopardus,Unknown,CAN,ARG
2005,Puma concolor,Puma,Unknown,CAN,ARG
2007,Leopardus spp.,Leopardus,Unknown,CAN,ARG
2007,Leopardus geoffroyi,Leopardus,Unknown,CAN,ARG
2007,Leopardus colocolo,Leopardus,Unknown,CAN,ARG
1992,Puma concolor,Puma,Trophy,CAN,ARG
1994,Puma concolor,Puma,Trophy,CAN,ARG
2001,Puma concolor,Puma,Trophy,CAN,ARG
2002,Puma concolor,Puma,Trophy,CAN,ARG
2003,Puma concolor,Puma,Trophy,CAN,ARG
2004,Puma concolor,Puma,Trophy,CAN,ARG
2005,Puma concolor,Puma,Trophy,CAN,ARG
2005,Puma concolor,Puma,Trophy,CAN,ARG
2006,Puma concolor,Puma,Trophy,CAN,ARG
2007,Puma concolor,Puma,Trophy,CAN,ARG
2008,Puma concolor,Puma,Trophy,CAN,ARG
2013,Puma concolor,Puma,Trophy,CAN,ARG
2015,Puma concolor,Puma,Trophy,CAN,ARG
2017,Puma concolor,Puma,Trophy,CAN,ARG
1978,Leopardus geoffroyi,Leopardus,Product,CHE,ARG
1981,Leopardus geoffroyi,Leopardus,Product,CHE,ARG
1983,Puma concolor,Puma,Product,CHE,ARG
1984,Leopardus geoffroyi,Leopardus,Product,CHE,ARG
1994,Puma concolor,Puma,Animal part,CHE,ARG
1979,Leopardus geoffroyi,Leopardus,Product,CHE,ARG
1977,Leopardus colocolo,Leopardus,Animal part,CHE,ARG
1978,Leopardus geoffroyi,Leopardus,Animal part,CHE,ARG
1980,Leopardus geoffroyi,Leopardus,Animal part,CHE,ARG
1980,Puma concolor,Puma,Animal part,CHE,ARG
1982,Lynx lynx,Lynx,Animal part,CHE,ARG
1983,Leopardus geoffroyi,Leopardus,Animal part,CHE,ARG
1984,Puma concolor,Puma,Animal part,CHE,ARG
1987,Leopardus geoffroyi,Leopardus,Animal part,CHE,ARG
1988,Leopardus geoffroyi,Leopardus,Animal part,CHE,ARG
1988,Leopardus tigrinus,Leopardus,Animal part,CHE,ARG
2004,Panthera leo,Panthera,Animal part,CHE,ARG
2005,Panthera leo,Panthera,Animal part,CHE,ARG
1993,Puma concolor,Puma,Trophy,CHE,ARG
1994,Puma concolor,Puma,Trophy,CHE,ARG
1996,Puma concolor,Puma,Trophy,CHE,ARG
1997,Panthera leo,Panthera,Trophy,CHE,ARG
1997,Panthera leo,Panthera,Trophy,CHE,ARG
1997,Puma concolor,Puma,Trophy,CHE,ARG
2001,Puma concolor,Puma,Trophy,CHE,ARG
2002,Puma concolor,Puma,Trophy,CHE,ARG
2003,Puma concolor,Puma,Trophy,CHE,ARG
2005,Puma concolor,Puma,Trophy,CHE,ARG
2005,Prionailurus bengalensis,Prionailurus,Product,CHL,ARG
2005,Prionailurus bengalensis,Prionailurus,Product,CHL,ARG
1981,Panthera leo,Panthera,Live,CHL,ARG
1985,Panthera pardus,Panthera,Live,CHL,ARG
1993,Panthera leo,Panthera,Live,CHL,ARG
1993,Puma concolor,Puma,Live,CHL,ARG
1994,Panthera tigris,Panthera,Live,CHL,ARG
1995,Panthera tigris,Panthera,Live,CHL,ARG
1995,Panthera tigris,Panthera,Live,CHL,ARG
1995,Panthera leo,Panthera,Live,CHL,ARG
1996,Panthera leo,Panthera,Live,CHL,ARG
2001,Panthera tigris,Panthera,Live,CHL,ARG
2001,Panthera tigris,Panthera,Live,CHL,ARG
2003,Panthera tigris,Panthera,Live,CHL,ARG
2006,Panthera tigris,Panthera,Live,CHL,ARG
2007,Panthera tigris,Panthera,Live,CHL,ARG
2008,Caracal caracal,Caracal,Live,CHL,ARG
2009,Caracal caracal,Caracal,Live,CHL,ARG
2012,Panthera tigris,Panthera,Live,CHL,ARG
2014,Panthera tigris,Panthera,Live,CHL,ARG
2015,Panthera tigris,Panthera,Live,CHL,ARG
2016,Panthera tigris,Panthera,Live,CHL,ARG
2017,Panthera tigris,Panthera,Live,CHL,ARG
2013,Panthera leo,Panthera,Trophy,CHL,ARG
2013,Panthera pardus,Panthera,Trophy,CHL,ARG
2013,Panthera leo,Panthera,Trophy,CHL,ARG
2016,Panthera pardus,Panthera,Trophy,CHL,ARG
2017,Panthera pardus,Panthera,Trophy,CHL,ARG
1999,Panthera tigris,Panthera,Live,CHN,ARG
2000,Panthera tigris,Panthera,Live,CHN,ARG
2000,Panthera tigris,Panthera,Live,CHN,ARG
2000,Panthera leo,Panthera,Live,CHN,ARG
2000,Puma concolor,Puma,Live,CHN,ARG
2001,Panthera tigris,Panthera,Live,CHN,ARG
2002,Panthera tigris,Panthera,Live,CHN,ARG
2004,Panthera tigris,Panthera,Live,CHN,ARG
2000,Panthera tigris,Panthera,Live,COL,ARG
1998,Puma concolor,Puma,Trophy,CRI,ARG
2014,Puma concolor,Puma,Animal part,CZE,ARG
1996,Puma concolor,Puma,Trophy,CZE,ARG
2000,Puma concolor,Puma,Trophy,CZE,ARG
2001,Puma concolor,Puma,Trophy,CZE,ARG
2006,Puma concolor,Puma,Trophy,CZE,ARG
2007,Puma concolor,Puma,Trophy,CZE,ARG
2008,Puma concolor,Puma,Trophy,CZE,ARG
2013,Puma concolor,Puma,Trophy,CZE,ARG
2014,Puma concolor,Puma,Trophy,CZE,ARG
2015,Puma concolor,Puma,Trophy,CZE,ARG
2017,Puma concolor,Puma,Trophy,CZE,ARG
1991,Puma concolor,Puma,Animal part,DEU,ARG
1978,Felidae spp.,,Product,DEU,ARG
1978,Leopardus geoffroyi,Leopardus,Product,DEU,ARG
1979,Leopardus colocolo,Leopardus,Product,DEU,ARG
1979,Leopardus geoffroyi,Leopardus,Product,DEU,ARG
1979,Leopardus pardalis,Leopardus,Product,DEU,ARG
1979,Lynx rufus,Lynx,Product,DEU,ARG
1979,Puma concolor,Puma,Product,DEU,ARG
1980,Leopardus colocolo,Leopardus,Product,DEU,ARG
1980,Leopardus geoffroyi,Leopardus,Product,DEU,ARG
1981,Leopardus colocolo,Leopardus,Product,DEU,ARG
1986,Lynx rufus,Lynx,Product,DEU,ARG
1994,Leopardus geoffroyi,Leopardus,Live,DEU,ARG
1981,Leopardus geoffroyi,Leopardus,Product,DEU,ARG
1977,Felidae spp.,,Animal part,DEU,ARG
1977,Leopardus geoffroyi,Leopardus,Animal part,DEU,ARG
1978,Felidae spp.,,Animal part,DEU,ARG
1978,Leopardus colocolo,Leopardus,Animal part,DEU,ARG
1978,Leopardus geoffroyi,Leopardus,Animal part,DEU,ARG
1978,Leopardus pardalis,Leopardus,Animal part,DEU,ARG
1979,Leopardus colocolo,Leopardus,Animal part,DEU,ARG
1979,Leopardus geoffroyi,Leopardus,Animal part,DEU,ARG
1979,Lynx rufus,Lynx,Animal part,DEU,ARG
1979,Puma concolor,Puma,Animal part,DEU,ARG
1980,Leopardus colocolo,Leopardus,Animal part,DEU,ARG
1980,Leopardus geoffroyi,Leopardus,Animal part,DEU,ARG
1980,Leopardus tigrinus,Leopardus,Animal part,DEU,ARG
1981,Leopardus colocolo,Leopardus,Animal part,DEU,ARG
1981,Leopardus geoffroyi,Leopardus,Animal part,DEU,ARG
1981,Leopardus geoffroyi,Leopardus,Animal part,DEU,ARG
1991,Puma concolor,Puma,Animal part,DEU,ARG
1992,Puma concolor,Puma,Animal part,DEU,ARG
1994,Puma concolor,Puma,Animal part,DEU,ARG
1994,Puma concolor,Puma,Animal part,DEU,ARG
1995,Puma concolor,Puma,Animal part,DEU,ARG
1996,Puma concolor,Puma,Animal part,DEU,ARG
1997,Puma concolor,Puma,Animal part,DEU,ARG
1999,Puma concolor,Puma,Animal part,DEU,ARG
2000,Puma concolor,Puma,Animal part,DEU,ARG
2004,Puma concolor,Puma,Animal part,DEU,ARG
1992,Puma concolor,Puma,Animal part,DEU,ARG
1994,Puma concolor,Puma,Animal part,DEU,ARG
1996,Puma concolor,Puma,Animal part,DEU,ARG
1997,Puma concolor,Puma,Animal part,DEU,ARG
2000,Puma concolor,Puma,Animal part,DEU,ARG
2005,Puma concolor,Puma,Animal part,DEU,ARG
1990,Puma concolor,Puma,Trophy,DEU,ARG
1991,Puma concolor,Puma,Trophy,DEU,ARG
1992,Puma concolor,Puma,Trophy,DEU,ARG
1992,Puma concolor,Puma,Trophy,DEU,ARG
1993,Puma concolor,Puma,Trophy,DEU,ARG
1993,Puma concolor,Puma,Trophy,DEU,ARG
1994,Puma concolor,Puma,Trophy,DEU,ARG
1994,Puma concolor,Puma,Trophy,DEU,ARG
1994,Puma concolor,Puma,Trophy,DEU,ARG
1995,Puma concolor,Puma,Trophy,DEU,ARG
1995,Puma concolor,Puma,Trophy,DEU,ARG
1995,Puma concolor,Puma,Trophy,DEU,ARG
1996,Puma concolor,Puma,Trophy,DEU,ARG
1996,Puma concolor,Puma,Trophy,DEU,ARG
1997,Puma concolor,Puma,Trophy,DEU,ARG
1998,Puma concolor,Puma,Trophy,DEU,ARG
1999,Puma concolor,Puma,Trophy,DEU,ARG
1999,Puma concolor,Puma,Trophy,DEU,ARG
2000,Puma concolor,Puma,Trophy,DEU,ARG
2000,Puma concolor,Puma,Trophy,DEU,ARG
2000,Puma concolor,Puma,Trophy,DEU,ARG
2001,Puma concolor,Puma,Trophy,DEU,ARG
2001,Puma concolor,Puma,Trophy,DEU,ARG
2002,Puma concolor,Puma,Trophy,DEU,ARG
2003,Puma concolor,Puma,Trophy,DEU,ARG
2004,Puma concolor,Puma,Trophy,DEU,ARG
2005,Puma concolor,Puma,Trophy,DEU,ARG
2005,Puma concolor,Puma,Trophy,DEU,ARG
2006,Puma concolor,Puma,Trophy,DEU,ARG
2006,Puma concolor,Puma,Trophy,DEU,ARG
2007,Puma concolor,Puma,Trophy,DEU,ARG
2008,Puma concolor,Puma,Trophy,DEU,ARG
2011,Puma concolor,Puma,Trophy,DEU,ARG
2012,Puma concolor,Puma,Trophy,DEU,ARG
2012,Puma concolor,Puma,Trophy,DEU,ARG
2013,Puma concolor,Puma,Trophy,DEU,ARG
2014,Puma concolor,Puma,Trophy,DEU,ARG
2014,Puma concolor,Puma,Trophy,DEU,ARG
2015,Puma concolor,Puma,Trophy,DEU,ARG
2015,Puma concolor,Puma,Trophy,DEU,ARG
2016,Puma concolor,Puma,Trophy,DEU,ARG
2017,Puma concolor,Puma,Trophy,DEU,ARG
2017,Puma concolor,Puma,Trophy,DEU,ARG
1979,Leopardus geoffroyi,Leopardus,Animal part,DNK,ARG
2007,Puma concolor,Puma,Animal part,DNK,ARG
2008,Puma concolor,Puma,Animal part,DNK,ARG
1999,Puma concolor,Puma,Trophy,DNK,ARG
2001,Puma concolor,Puma,Trophy,DNK,ARG
2002,Puma concolor,Puma,Trophy,DNK,ARG
2003,Puma concolor,Puma,Trophy,DNK,ARG
2005,Puma concolor,Puma,Trophy,DNK,ARG
2006,Puma concolor,Puma,Trophy,DNK,ARG
2007,Puma concolor,Puma,Trophy,DNK,ARG
2008,Puma concolor,Puma,Trophy,DNK,ARG
2017,Puma concolor,Puma,Trophy,DNK,ARG
2018,Puma concolor,Puma,Trophy,DNK,ARG
2008,Puma concolor,Puma,Product,ECU,ARG
2008,Puma concolor,Puma,Animal part,ESP,ARG
2012,Puma concolor,Puma,Animal part,ESP,ARG
1987,Leopardus colocolo,Leopardus,Product,ESP,ARG
1987,Leopardus geoffroyi,Leopardus,Product,ESP,ARG
1987,Leopardus colocolo,Leopardus,Animal part,ESP,ARG
1987,Leopardus geoffroyi,Leopardus,Animal part,ESP,ARG
1992,Puma concolor,Puma,Animal part,ESP,ARG
1994,Puma concolor,Puma,Animal part,ESP,ARG
1995,Puma concolor,Puma,Animal part,ESP,ARG
1996,Puma concolor,Puma,Animal part,ESP,ARG
1997,Puma concolor,Puma,Animal part,ESP,ARG
1998,Panthera pardus,Panthera,Animal part,ESP,ARG
2004,Panthera tigris,Panthera,Animal part,ESP,ARG
2004,Panthera leo,Panthera,Animal part,ESP,ARG
2005,Leopardus geoffroyi,Leopardus,Animal part,ESP,ARG
2009,Leopardus geoffroyi,Leopardus,Animal part,ESP,ARG
1996,Puma concolor,Puma,Animal part,ESP,ARG
1997,Puma concolor,Puma,Animal part,ESP,ARG
2004,Felidae spp.,,Animal part,ESP,ARG
2007,Leopardus geoffroyi,Leopardus,Unknown,ESP,ARG
2007,Leopardus colocolo,Leopardus,Unknown,ESP,ARG
2007,Puma concolor,Puma,Unknown,ESP,ARG
2009,Leopardus geoffroyi,Leopardus,Unknown,ESP,ARG
2009,Puma concolor,Puma,Unknown,ESP,ARG
2009,Puma concolor,Puma,Unknown,ESP,ARG
1992,Puma concolor,Puma,Trophy,ESP,ARG
1992,Puma concolor,Puma,Trophy,ESP,ARG
1994,Puma concolor,Puma,Trophy,ESP,ARG
1995,Puma concolor,Puma,Trophy,ESP,ARG
1995,Puma concolor,Puma,Trophy,ESP,ARG
1996,Puma concolor,Puma,Trophy,ESP,ARG
1996,Puma concolor,Puma,Trophy,ESP,ARG
1997,Puma concolor,Puma,Trophy,ESP,ARG
1998,Puma concolor,Puma,Trophy,ESP,ARG
1999,Puma concolor,Puma,Trophy,ESP,ARG
2000,Puma concolor,Puma,Trophy,ESP,ARG
2001,Puma concolor,Puma,Trophy,ESP,ARG
2002,Puma concolor,Puma,Trophy,ESP,ARG
2003,Puma concolor,Puma,Trophy,ESP,ARG
2004,Puma concolor,Puma,Trophy,ESP,ARG
2005,Puma concolor,Puma,Trophy,ESP,ARG
2006,Puma concolor,Puma,Trophy,ESP,ARG
2007,Puma concolor,Puma,Trophy,ESP,ARG
2008,Puma concolor,Puma,Trophy,ESP,ARG
2009,Puma concolor,Puma,Trophy,ESP,ARG
2011,Puma concolor,Puma,Trophy,ESP,ARG
2012,Puma concolor,Puma,Trophy,ESP,ARG
2017,Puma concolor,Puma,Trophy,ESP,ARG
2018,Puma concolor,Puma,Trophy,ESP,ARG
2005,Puma concolor,Puma,Trophy,FIN,ARG
